0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74
775.942,388.11,0.911078,639.565,560.881,0.859206,566.335,555.518,0.768316,723.261,827.988,0.817971,733.984,749.618,0.368566,697.218,565.992,0.837401,775.72,765.247,0.825718,681.466,807.065,0.619799,476.992,948.572,0.720381,398.682,964.205,0.650622,639.552,1231.39,0.866579,482.627,1488.32,0.803481,545.268,943.26,0.707577,723.24,1111.08,0.875369,608.194,1367.6,0.716294,749.457,351.407,0.886146,775.673,351.354,0.173774,644.481,362.049,0.897797,0.0,0.0,0.0,712.923,1398.84,0.810704,692.152,1383.38,0.77043,602.957,1399.15,0.354128,629.008,1566.68,0.782455,587.175,1572.03,0.7371,440.593,1514.25,0.794488
775.857,351.203,0.943969,639.348,524.304,0.838206,566.042,518.946,0.804202,723.336,796.712,0.819893,728.506,728.59,0.165869,697.165,529.581,0.799997,775.595,718.11,0.795471,770.433,817.54,0.228861,477.021,943.127,0.754991,398.673,948.476,0.685767,634.191,1231.24,0.835949,482.426,1493.25,0.805297,550.369,937.911,0.708287,718.006,1111.08,0.853459,608.027,1367.72,0.758949,739.165,309.765,0.903908,775.573,309.509,0.218707,639.421,330.599,0.862233,0.0,0.0,0.0,712.847,1398.95,0.813357,692.095,1388.48,0.776382,602.651,1399.12,0.404613,623.756,1566.65,0.782775,587.115,1572.05,0.7536,440.44,1519.34,0.810318
770.647,309.524,0.978274,634.173,487.723,0.78944,561.036,482.235,0.803987,723.42,765.161,0.852057,759.933,691.79,0.395495,692.097,503.314,0.786006,775.912,702.418,0.776157,686.772,728.433,0.60342,471.812,917.09,0.674086,398.699,932.92,0.662544,613.295,1231.39,0.839735,482.265,1493.24,0.817115,529.462,901.419,0.672084,702.502,1110.87,0.859367,608.091,1362.42,0.769696,733.709,272.814,0.949401,770.453,272.645,0.217357,623.89,299.07,0.848516,0.0,0.0,0.0,702.371,1393.86,0.80245,691.807,1378.14,0.785569,597.495,1398.9,0.425738,618.497,1566.59,0.789706,576.759,1571.96,0.767987,440.325,1519.38,0.805531
765.143,267.759,0.931005,623.809,466.563,0.769451,560.739,445.841,0.762735,723.289,728.257,0.849865,770.541,665.667,0.666671,692.072,476.875,0.826294,775.929,686.832,0.791918,686.691,686.816,0.639475,477.158,901.527,0.738262,403.838,906.758,0.642126,607.883,1226.2,0.852547,477.281,1493.24,0.818727,545.238,901.233,0.705497,697.276,1110.8,0.883284,597.46,1372.89,0.715168,728.525,231.008,0.957933,759.84,230.92,0.138105,613.425,262.273,0.882061,0.0,0.0,0.0,691.971,1398.72,0.863219,681.509,1383.25,0.809274,571.507,1404.35,0.378613,608.09,1566.53,0.831638,566.263,1571.97,0.808672,435.41,1519.38,0.818708
749.553,230.727,0.9045,613.362,430.014,0.83373,550.397,409.031,0.741378,718.082,686.547,0.833982,770.56,634.276,0.558128,691.737,440.344,0.870327,786.219,649.96,0.735152,691.821,650.137,0.669127,482.389,896.08,0.746097,419.457,896.292,0.650256,602.683,1226.04,0.825449,477.142,1493.32,0.811535,555.629,895.993,0.713052,691.954,1105.88,0.909884,576.601,1383.21,0.704475,718.008,189.231,0.892545,739.129,189.13,0.189037,602.934,225.596,0.956655,0.0,0.0,0.0,691.771,1398.81,0.880071,681.25,1383.35,0.808057,566.174,1409.42,0.391473,607.955,1566.68,0.816078,566.148,1577.02,0.778796,435.306,1519.44,0.800236
733.991,188.848,0.93589,608.202,393.388,0.876484,545.191,382.748,0.738331,728.506,649.786,0.8546,780.867,602.991,0.381375,686.505,398.786,0.84073,791.417,602.986,0.78361,691.85,623.81,0.687524,492.858,880.509,0.673899,435.162,895.982,0.628233,592.455,1220.96,0.778861,476.877,1493.47,0.803066,560.86,869.953,0.687503,686.638,1105.66,0.906813,576.618,1372.9,0.726106,697.2,152.381,0.88297,733.641,147.197,0.175814,597.59,183.823,0.931149,0.0,0.0,0.0,691.767,1399.01,0.878587,681.279,1388.55,0.785086,566.036,1404.29,0.434609,602.948,1566.63,0.81705,566.054,1572.11,0.780696,435.084,1519.56,0.815892
728.657,147.439,0.922606,607.887,356.778,0.862982,529.59,346.274,0.767911,728.508,608.098,0.835203,780.915,566.297,0.507992,686.371,377.556,0.781385,801.816,587.124,0.751602,692.056,581.818,0.672061,508.471,859.513,0.682876,435.373,864.799,0.613759,566.054,1220.86,0.80475,466.656,1498.53,0.773234,566.211,854.285,0.700004,681.354,1105.46,0.858428,566.253,1378.1,0.767325,691.709,115.811,0.888775,728.446,110.593,0.06682,576.591,147.143,0.910296,0.0,0.0,0.0,686.45,1399.07,0.912096,665.771,1393.63,0.815508,555.689,1404.52,0.463783,602.814,1566.75,0.815638,561.065,1577.03,0.762055,429.973,1524.66,0.789161
723.133,126.228,0.831398,602.826,330.567,0.821277,524.167,314.723,0.800237,733.64,566.15,0.793618,781.049,529.556,0.351281,681.412,351.346,0.828968,801.91,561.024,0.771913,697.211,550.375,0.616124,513.832,843.808,0.663534,440.668,849.088,0.590585,560.896,1220.88,0.823636,456.221,1493.36,0.780587,571.428,833.378,0.644218,660.418,1105.53,0.832342,571.34,1372.78,0.770198,681.427,94.8099,0.887735,707.622,99.712,0.0932035,565.993,115.788,0.88891,0.0,0.0,0.0,686.536,1399.01,0.896584,670.915,1388.61,0.789848,555.699,1404.38,0.526602,597.55,1566.76,0.827631,555.764,1572.09,0.778002,424.694,1519.48,0.774568
697.292,99.7977,0.889137,597.66,309.59,0.84794,519.106,288.615,0.752035,739.079,534.738,0.683867,786.199,492.908,0.312845,670.936,320.096,0.757916,796.623,524.526,0.703959,697.14,518.977,0.680997,524.236,838.539,0.654643,466.598,843.821,0.568274,534.896,1220.87,0.740162,461.338,1493.4,0.766571,587.209,828.109,0.623317,644.986,1105.51,0.838446,566.425,1372.86,0.773063,655.385,63.2652,0.891521,692.031,58.0879,0.140451,555.766,94.755,0.885737,0.0,0.0,0.0,686.53,1404.1,0.872719,676.082,1393.84,0.777614,550.49,1404.31,0.532109,597.527,1566.75,0.839152,555.734,1572.13,0.789965,424.756,1524.49,0.774591
691.905,68.757,0.889546,587.091,283.437,0.76183,513.736,272.66,0.789998,760.038,518.931,0.74757,781.037,451.071,0.372773,665.598,309.426,0.787305,791.425,513.767,0.610911,692.126,487.542,0.598771,529.49,822.92,0.649608,471.933,828.141,0.575919,524.17,1194.59,0.791762,450.886,1493.37,0.77932,597.583,817.763,0.654442,639.588,1105.66,0.818388,566.148,1383.34,0.796431,645.0,52.7048,0.866777,0.0,0.0,0.0,534.894,68.6806,0.862874,0.0,0.0,0.0,686.41,1404.1,0.90295,676.043,1393.86,0.817792,545.146,1409.62,0.574955,597.462,1566.82,0.791024,555.61,1577.05,0.735384,419.415,1524.58,0.770806
