0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74
545.263,225.853,0.914719,466.662,435.09,0.852796,393.307,424.697,0.778667,644.775,608.294,0.69981,650.128,561.046,0.194005,529.593,440.267,0.811224,686.545,603.002,0.759941,571.496,608.006,0.673714,471.828,938.211,0.678887,398.78,943.353,0.617743,450.976,1278.6,0.725614,387.933,1577.29,0.782352,524.37,938.023,0.680604,560.92,1189.59,0.852418,482.415,1467.05,0.789945,503.354,199.531,0.851963,529.539,189.345,0.356518,398.82,231.241,0.919996,0.0,0.0,0.0,602.809,1482.73,0.862106,592.301,1472.28,0.756549,466.738,1493.35,0.547656,518.889,1650.27,0.842528,477.166,1655.69,0.818965,351.253,1608.49,0.79965
555.634,236.284,0.885302,471.876,440.473,0.87534,393.497,435.244,0.827909,613.357,629.01,0.688653,655.296,597.597,0.321473,539.966,445.762,0.766322,686.668,613.427,0.833312,566.358,623.795,0.675437,456.287,943.361,0.659766,398.588,948.561,0.611043,466.582,1278.53,0.754925,387.9,1577.21,0.780888,518.991,943.185,0.682297,565.95,1189.4,0.833115,482.214,1467.1,0.781937,513.733,225.418,0.899383,539.942,215.244,0.402501,403.958,251.887,0.863622,0.0,0.0,0.0,602.817,1482.72,0.864687,592.286,1472.28,0.752003,466.588,1493.22,0.480167,518.879,1650.28,0.844814,477.187,1655.72,0.818944,351.164,1608.49,0.78356
561.048,262.307,0.925494,477.022,456.151,0.837517,398.449,440.592,0.811596,613.309,644.977,0.76807,660.527,608.082,0.398953,550.376,471.86,0.786453,686.497,644.694,0.824941,571.349,644.529,0.655459,440.612,948.582,0.672851,388.103,958.954,0.588594,471.696,1288.98,0.73655,387.888,1577.11,0.784039,508.498,943.41,0.652261,566.393,1189.48,0.822572,482.457,1461.92,0.77377,519.144,230.843,0.964838,555.635,225.859,0.312678,424.671,267.693,0.918244,0.0,0.0,0.0,602.913,1482.76,0.855071,592.353,1472.29,0.742296,471.755,1493.21,0.485207,518.926,1650.31,0.836879,477.249,1655.72,0.811379,346.24,1603.34,0.755668
566.252,272.902,0.930979,477.283,477.21,0.914167,403.983,471.734,0.772036,608.158,676.21,0.703436,655.209,634.254,0.398584,550.505,482.495,0.823338,686.594,665.787,0.822112,566.4,655.306,0.67248,440.386,969.486,0.700447,382.767,974.816,0.615518,476.93,1309.92,0.79728,382.906,1582.31,0.775642,498.194,958.977,0.645818,576.634,1199.9,0.809047,482.36,1461.93,0.769326,524.315,251.941,0.877095,560.902,236.36,0.258738,435.003,288.568,0.88307,0.0,0.0,0.0,602.752,1482.82,0.899312,587.152,1472.4,0.785102,471.711,1493.19,0.444152,519.032,1650.4,0.831648,482.254,1655.85,0.785949,346.161,1608.45,0.764833
576.606,304.188,0.860912,482.29,492.97,0.854988,403.858,482.422,0.795857,608.103,697.322,0.756826,655.282,660.404,0.405488,560.83,513.685,0.818657,686.644,686.745,0.890743,571.386,692.043,0.721381,435.105,974.79,0.726315,361.869,979.986,0.656073,477.112,1315.02,0.828339,382.839,1582.44,0.766965,492.789,969.526,0.683258,576.711,1215.75,0.782511,482.417,1472.37,0.772678,534.788,272.712,0.894184,566.297,267.613,0.321967,435.365,309.428,0.966371,0.0,0.0,0.0,602.758,1482.9,0.892152,587.123,1477.48,0.794021,471.776,1493.39,0.463223,519.053,1650.42,0.832638,482.285,1655.89,0.782889,346.108,1608.57,0.765908
587.082,320.135,0.854202,482.513,519.124,0.902799,419.462,513.729,0.771564,608.038,734.007,0.828263,655.272,691.919,0.465287,560.864,524.328,0.873087,686.47,697.173,0.838404,571.561,728.297,0.691787,429.9,985.11,0.719861,356.663,985.357,0.657159,482.662,1314.93,0.812263,387.909,1577.29,0.783953,482.607,979.989,0.724818,587.041,1215.7,0.787193,482.353,1472.41,0.792871,550.512,304.251,0.868389,571.553,299.048,0.194902,445.648,325.237,0.883903,0.0,0.0,0.0,597.657,1483.02,0.90739,581.822,1477.59,0.838212,471.708,1493.27,0.472915,519.083,1650.37,0.836244,482.326,1655.82,0.795383,351.148,1608.32,0.776502
597.655,351.303,0.921851,482.625,545.166,0.835437,419.501,529.458,0.77571,607.933,770.295,0.835758,650.076,718.144,0.432878,560.996,555.685,0.842245,676.192,728.647,0.78938,571.453,739.135,0.695329,409.083,995.785,0.686664,351.344,1011.4,0.643131,503.249,1315.25,0.803217,382.928,1582.45,0.777484,477.146,990.423,0.725674,597.411,1215.59,0.804302,482.329,1482.6,0.799368,560.816,315.026,0.931016,592.256,314.806,0.316077,456.204,351.6,0.917372,0.0,0.0,0.0,597.563,1487.92,0.874849,576.627,1482.59,0.829342,471.908,1498.55,0.441726,519.006,1650.59,0.817906,482.23,1660.9,0.755207,346.244,1608.47,0.800229
603.073,377.629,0.901737,487.729,566.004,0.871603,429.982,560.841,0.819589,607.956,796.669,0.832077,650.237,738.986,0.480348,561.063,566.315,0.864064,676.247,754.73,0.748397,571.424,775.634,0.736435,398.812,1016.48,0.710807,340.959,1021.78,0.667076,513.669,1315.21,0.844799,382.906,1587.53,0.778158,471.987,1006.19,0.686749,597.456,1205.33,0.804093,482.61,1482.54,0.794597,565.998,351.452,0.949849,597.633,346.212,0.252511,466.657,382.932,0.86349,0.0,0.0,0.0,597.644,1487.9,0.868389,576.719,1482.55,0.805472,477.105,1498.52,0.462405,518.88,1655.47,0.811321,477.188,1660.95,0.763434,346.2,1608.45,0.781707
608.225,398.561,0.927992,487.807,592.374,0.811212,430.014,576.697,0.770611,602.762,817.581,0.88123,650.077,770.637,0.764643,565.963,597.66,0.849531,670.874,775.62,0.773752,571.58,801.962,0.660248,393.444,1021.79,0.761472,320.185,1026.98,0.684758,518.882,1315.16,0.884605,387.944,1587.53,0.783644,466.535,1016.66,0.69273,597.687,1200.02,0.850931,487.529,1477.46,0.769291,571.38,377.569,0.861596,602.776,362.001,0.121424,477.017,403.812,0.933708,0.0,0.0,0.0,597.647,1487.83,0.856303,576.734,1477.6,0.790072,477.267,1493.25,0.426122,518.897,1655.49,0.826196,477.221,1660.96,0.774698,346.27,1608.46,0.809666
613.344,430.042,0.897391,492.98,608.135,0.832888,435.024,607.908,0.817429,602.827,853.976,0.871319,644.809,786.26,0.573817,566.17,608.318,0.843803,655.395,807.119,0.785915,566.284,817.596,0.705578,393.31,1027.18,0.765383,319.954,1037.56,0.666833,519.202,1315.31,0.888827,382.947,1592.73,0.771059,461.327,1021.91,0.720909,597.708,1200.14,0.835505,487.657,1472.34,0.732267,576.683,398.57,0.895248,608.129,393.422,0.323637,477.289,434.965,0.955369,0.0,0.0,0.0,597.703,1482.94,0.828946,576.782,1477.48,0.74369,477.378,1488.2,0.414209,518.935,1655.57,0.815307,477.244,1661.07,0.761268,346.17,1608.54,0.795708
613.443,451.049,0.862271,498.032,639.329,0.804109,435.238,629.018,0.776255,602.855,875.227,0.832558,634.185,812.342,0.355089,565.991,639.429,0.840714,650.137,812.293,0.833362,566.088,854.439,0.692962,388.14,1037.56,0.729689,319.916,1058.54,0.687955,524.211,1315.3,0.887523,387.938,1587.55,0.770211,445.758,1026.99,0.740658,602.711,1205.13,0.853757,492.782,1472.32,0.715319,581.815,430.105,0.866223,608.013,429.784,0.186806,477.376,445.877,0.923741,0.0,0.0,0.0,597.721,1482.83,0.840505,581.831,1472.43,0.761219,482.229,1488.18,0.421217,518.958,1655.57,0.824079,477.267,1661.06,0.757176,346.141,1608.41,0.784769
613.49,477.037,0.908694,492.932,649.979,0.838317,435.05,649.835,0.823532,602.681,896.369,0.896989,628.977,817.708,0.585342,566.019,650.035,0.866163,649.842,822.819,0.824611,566.095,875.162,0.649318,387.963,1058.36,0.721709,314.731,1063.94,0.725593,529.489,1315.42,0.863378,388.045,1587.63,0.778788,440.705,1032.51,0.702214,602.901,1205.14,0.864769,492.922,1461.81,0.679201,587.101,440.698,0.881979,608.093,440.331,0.171947,482.391,476.967,0.953856,0.0,0.0,0.0,597.695,1482.87,0.841002,581.886,1477.41,0.755558,482.517,1487.89,0.326458,518.974,1655.57,0.813154,482.235,1661.02,0.76404,346.188,1608.45,0.79015
613.529,503.371,0.852299,492.953,681.231,0.813931,435.251,670.999,0.784138,597.631,922.42,0.821065,613.314,849.051,0.430704,561.1,681.309,0.844908,649.892,843.841,0.845709,560.91,901.285,0.690349,372.307,1063.79,0.735809,309.398,1074.17,0.696486,529.623,1320.31,0.848599,388.073,1587.55,0.776041,435.376,1053.36,0.689625,602.855,1210.36,0.849019,503.23,1456.68,0.646683,581.985,477.152,0.888839,608.211,476.855,0.196108,482.294,492.86,0.902964,0.0,0.0,0.0,597.721,1482.87,0.800741,581.957,1477.46,0.721695,487.614,1483.0,0.303625,518.961,1655.51,0.813031,477.278,1660.98,0.760362,346.171,1608.38,0.791617
613.363,519.182,0.925094,487.749,691.824,0.855055,435.073,691.841,0.828617,597.443,938.223,0.877648,634.333,859.693,0.521672,560.858,691.79,0.86742,644.928,854.421,0.873127,560.923,917.135,0.643104,361.987,1069.09,0.738903,299.088,1089.88,0.648031,545.219,1320.46,0.834091,388.181,1587.57,0.782983,435.21,1063.69,0.723253,607.874,1210.49,0.845955,498.068,1446.32,0.604828,582.0,487.641,0.864291,608.129,482.547,0.18008,482.399,518.993,0.952217,0.0,0.0,0.0,602.615,1482.99,0.768748,587.153,1477.62,0.709274,492.879,1482.66,0.219449,519.031,1655.48,0.80424,482.273,1660.99,0.741693,346.25,1608.39,0.802403
613.288,545.279,0.865514,487.632,712.793,0.825827,434.998,712.91,0.776412,592.423,953.89,0.807733,618.579,875.231,0.54135,560.77,702.455,0.820374,644.875,880.539,0.819482,550.524,937.983,0.6536,356.785,1084.66,0.694142,293.852,1105.55,0.681409,545.236,1320.72,0.803915,387.965,1587.51,0.768057,435.043,1069.01,0.702434,603.07,1215.68,0.851644,503.248,1456.69,0.616399,576.728,519.064,0.903827,607.971,518.821,0.293304,482.156,534.842,0.894828,0.0,0.0,0.0,602.759,1488.08,0.784413,587.19,1482.7,0.752493,487.667,1488.07,0.266627,518.896,1655.56,0.792197,477.145,1666.08,0.723439,346.026,1603.36,0.781156
608.206,560.831,0.936264,487.545,728.524,0.866864,429.999,728.761,0.825382,587.164,979.882,0.839646,634.253,901.236,0.654767,560.721,723.414,0.837305,644.913,896.156,0.849853,560.876,943.493,0.636066,351.433,1095.19,0.699463,278.114,1110.75,0.704955,540.079,1325.68,0.793705,387.935,1597.95,0.776511,424.719,1074.19,0.66051,603.086,1215.77,0.853412,513.672,1472.37,0.670257,571.543,524.558,0.894287,607.87,524.241,0.312515,477.191,555.738,0.918643,0.0,0.0,0.0,602.821,1487.93,0.826164,587.179,1482.63,0.805903,487.75,1498.53,0.337186,518.914,1655.56,0.818107,477.168,1666.06,0.750122,346.066,1608.65,0.799094
607.946,571.551,0.92068,482.431,739.025,0.865535,424.769,739.22,0.768792,581.969,985.196,0.856094,623.758,906.818,0.636726,555.542,733.97,0.834934,644.491,906.633,0.805214,545.285,969.463,0.619128,351.26,1105.57,0.719801,272.845,1111.17,0.690472,550.334,1325.73,0.791615,382.858,1603.13,0.782684,424.714,1095.08,0.637253,607.911,1215.76,0.858836,508.578,1477.59,0.692163,566.303,555.616,0.902564,602.635,550.468,0.239333,476.987,571.511,0.894416,0.0,0.0,0.0,602.801,1487.88,0.841777,587.193,1482.59,0.820779,487.639,1503.66,0.342399,513.825,1655.77,0.809685,477.003,1671.35,0.735939,346.037,1613.66,0.816059
602.841,592.463,0.911602,482.237,754.846,0.838731,424.668,765.199,0.783179,571.533,1001.04,0.824822,623.737,932.86,0.744062,545.171,744.257,0.773541,634.259,937.847,0.702143,539.953,980.076,0.656055,346.276,1111.04,0.710955,272.934,1131.93,0.652846,550.373,1325.83,0.791009,382.892,1603.09,0.781534,419.518,1105.61,0.661308,608.027,1215.68,0.855126,508.552,1477.45,0.69114,561.182,565.99,0.970161,597.532,560.982,0.316637,471.777,592.462,0.850541,0.0,0.0,0.0,602.745,1483.04,0.854549,587.133,1477.66,0.828052,487.556,1498.5,0.345219,513.901,1655.81,0.802811,477.106,1671.39,0.735921,346.073,1613.66,0.815815
592.363,602.763,0.904438,476.911,770.518,0.876404,403.945,770.528,0.791606,566.349,1016.49,0.882024,613.318,932.895,0.713518,529.525,770.278,0.804247,634.283,938.014,0.747239,534.784,980.13,0.642372,335.752,1116.14,0.685201,267.563,1137.18,0.669764,550.362,1325.71,0.796428,387.975,1598.04,0.786896,403.75,1105.76,0.665239,607.931,1215.62,0.862012,508.58,1477.39,0.698283,555.79,571.371,0.921971,576.796,566.384,0.378066,451.015,602.935,0.878535,0.0,0.0,0.0,602.774,1488.08,0.864315,592.246,1482.72,0.852527,487.55,1498.53,0.35343,513.862,1655.8,0.798553,477.029,1671.33,0.740776,346.169,1613.58,0.815619
576.805,608.389,0.878371,471.705,775.566,0.847557,398.794,775.73,0.797562,561.09,1021.67,0.917786,618.691,938.012,0.741418,524.313,770.368,0.82733,618.625,938.223,0.746966,529.547,985.037,0.599032,330.451,1126.64,0.654038,267.442,1147.65,0.687866,545.194,1325.77,0.781642,382.927,1598.05,0.779288,398.646,1110.82,0.633912,607.859,1215.64,0.868074,513.656,1477.61,0.712254,550.392,592.336,0.855583,566.427,587.085,0.238258,440.758,608.214,0.915132,0.0,0.0,0.0,602.797,1488.01,0.844365,587.17,1482.69,0.832381,487.655,1498.58,0.360806,513.825,1655.72,0.802234,477.026,1666.24,0.737459,346.076,1613.56,0.820172
566.392,618.654,0.891407,451.038,780.893,0.821263,393.27,786.169,0.783441,555.603,1026.92,0.891678,597.508,943.546,0.721714,524.069,775.714,0.856994,613.244,953.832,0.752985,518.943,985.398,0.619324,325.247,1137.19,0.676053,257.135,1152.75,0.687166,539.915,1325.59,0.807791,382.884,1597.97,0.775262,398.647,1116.12,0.644333,607.9,1210.39,0.87441,513.68,1477.51,0.723636,529.515,602.646,0.904217,561.109,597.519,0.418319,435.215,613.536,0.899172,0.0,0.0,0.0,602.865,1488.09,0.85065,592.272,1482.76,0.840641,487.527,1498.55,0.378859,513.805,1655.68,0.797046,476.992,1666.19,0.731238,346.062,1608.66,0.818745
555.815,623.873,0.873407,440.593,786.266,0.845593,382.777,791.477,0.760176,539.998,1026.99,0.855784,602.787,943.262,0.745764,518.793,781.036,0.831145,608.157,948.714,0.807201,508.586,990.454,0.589544,320.006,1142.4,0.699516,246.728,1157.98,0.670323,534.866,1320.67,0.820048,382.922,1592.82,0.772186,398.489,1116.3,0.647873,607.872,1205.12,0.890003,508.529,1482.63,0.70545,519.072,602.89,0.975685,550.527,602.733,0.424156,419.52,623.844,0.824819,0.0,0.0,0.0,602.622,1493.22,0.771854,581.931,1487.86,0.779784,487.545,1498.65,0.363531,513.855,1655.73,0.801097,477.002,1666.23,0.744394,346.113,1608.61,0.839462
534.846,634.177,0.8519,434.997,786.305,0.814329,356.855,796.632,0.762678,524.255,1027.31,0.908289,571.579,943.139,0.724772,492.991,780.948,0.783883,602.665,953.874,0.768673,487.6,990.59,0.599651,314.937,1147.37,0.694419,246.661,1158.07,0.659317,529.602,1320.57,0.855031,382.768,1592.88,0.76523,393.38,1116.34,0.631942,603.049,1200.19,0.900633,508.573,1477.63,0.731733,503.366,603.024,0.905192,524.57,602.783,0.417013,403.714,634.286,0.858386,0.0,0.0,0.0,602.765,1488.23,0.785943,587.104,1482.88,0.772512,482.642,1498.6,0.40569,513.898,1655.72,0.803828,477.081,1666.27,0.745381,346.015,1608.65,0.811975
524.143,634.195,0.916376,414.252,791.456,0.798425,351.305,806.995,0.798849,513.907,1027.26,0.910694,555.752,943.363,0.787643,482.408,775.861,0.856022,602.547,969.415,0.803487,476.974,1000.88,0.562665,314.726,1147.48,0.709372,241.517,1163.24,0.649046,524.397,1320.46,0.887924,382.836,1592.81,0.76824,388.156,1121.37,0.614843,602.977,1205.17,0.900199,503.351,1482.61,0.729808,482.427,603.042,0.939368,519.146,602.724,0.534185,393.095,634.165,0.857105,0.0,0.0,0.0,602.648,1493.36,0.753844,581.934,1487.95,0.745387,482.58,1498.57,0.397085,513.874,1655.73,0.80795,477.047,1671.3,0.754983,346.011,1608.58,0.817846
513.788,628.987,0.87412,398.61,791.424,0.860711,325.293,806.932,0.775802,498.136,1027.23,0.878201,550.524,943.298,0.802615,477.197,775.899,0.877279,581.964,958.965,0.738592,471.922,990.529,0.56615,314.783,1147.68,0.736108,236.244,1163.41,0.658095,524.204,1320.34,0.891956,382.864,1592.78,0.76759,393.348,1131.84,0.67039,602.797,1200.05,0.908067,498.014,1482.79,0.735773,476.93,603.044,0.962855,503.429,602.83,0.573267,372.329,629.123,0.831876,0.0,0.0,0.0,597.612,1493.19,0.790278,576.747,1482.97,0.788616,482.29,1508.91,0.403658,513.802,1655.61,0.814203,476.978,1666.23,0.748916,345.976,1608.6,0.791346
487.829,629.142,0.857778,393.175,791.475,0.851463,314.593,801.97,0.789509,482.412,1027.18,0.915484,534.714,943.524,0.743171,471.813,780.981,0.827407,571.426,953.855,0.80647,471.881,985.384,0.635242,309.444,1147.67,0.741004,230.917,1168.54,0.67822,524.091,1320.35,0.89686,377.714,1597.94,0.767901,388.011,1131.79,0.65628,602.719,1200.05,0.897312,487.799,1482.77,0.736771,456.258,603.017,0.893303,482.597,602.765,0.454574,356.462,629.01,0.867846,0.0,0.0,0.0,597.61,1488.25,0.792246,576.76,1482.91,0.775315,482.159,1508.95,0.372854,513.786,1655.55,0.82007,476.965,1666.19,0.754408,340.951,1608.69,0.796419
477.348,629.037,0.908945,377.581,796.602,0.801968,304.213,806.959,0.782891,477.088,1027.03,0.931501,519.171,943.567,0.718822,456.161,781.006,0.805157,561.188,953.909,0.855335,451.02,985.349,0.627042,309.591,1147.79,0.744027,230.992,1173.7,0.669217,519.145,1320.39,0.890779,377.683,1592.84,0.764901,393.131,1131.94,0.677743,602.554,1195.02,0.893305,498.025,1482.78,0.740732,440.369,602.969,0.957028,476.999,602.637,0.508263,346.175,628.997,0.854837,0.0,0.0,0.0,597.607,1488.22,0.789275,576.781,1482.88,0.779626,482.289,1514.16,0.432502,513.82,1655.56,0.813011,477.019,1666.2,0.749798,340.922,1608.59,0.792061
466.675,623.81,0.850503,356.961,786.299,0.840789,283.317,801.864,0.763558,461.327,1021.78,0.865468,513.718,943.156,0.730181,440.624,775.847,0.885186,560.817,953.894,0.862735,445.772,980.026,0.625876,304.167,1152.79,0.702964,225.708,1178.9,0.659399,519.12,1320.25,0.894046,377.591,1592.78,0.762104,377.644,1137.06,0.634945,597.615,1194.91,0.897289,503.318,1482.65,0.746854,429.993,602.95,0.939338,456.194,602.708,0.624241,330.394,629.031,0.838631,0.0,0.0,0.0,602.64,1488.28,0.759233,581.987,1482.9,0.739542,482.353,1503.7,0.480007,513.857,1655.55,0.804902,477.056,1666.16,0.751712,340.89,1608.61,0.801753
445.864,628.962,0.853606,351.577,791.334,0.880315,272.798,806.986,0.796864,445.821,1021.67,0.870974,498.164,937.948,0.704824,435.282,775.857,0.88113,555.674,948.66,0.859327,435.289,985.026,0.695407,293.773,1152.9,0.705367,220.548,1179.01,0.662241,519.025,1315.37,0.893508,382.723,1592.83,0.75673,361.972,1142.21,0.65463,597.441,1194.8,0.888475,503.354,1477.55,0.704531,414.288,602.881,0.90214,440.676,602.688,0.554641,314.731,628.953,0.876071,0.0,0.0,0.0,597.609,1488.29,0.698545,581.898,1482.93,0.684613,482.517,1493.27,0.42113,513.899,1655.62,0.799662,477.122,1666.21,0.755144,340.933,1608.67,0.810559
435.478,623.83,0.900746,346.103,786.315,0.841722,262.394,807.054,0.78981,440.443,1021.68,0.907587,487.544,932.804,0.71478,424.819,775.812,0.843617,545.302,948.689,0.816207,430.028,985.035,0.70394,288.515,1153.02,0.70666,220.503,1184.25,0.672453,518.895,1315.25,0.885136,377.693,1597.93,0.763331,356.675,1142.24,0.666708,592.414,1194.73,0.882985,503.234,1477.48,0.721578,398.495,602.814,0.945988,435.314,597.635,0.665165,309.262,623.855,0.870638,0.0,0.0,0.0,602.661,1488.07,0.757317,587.047,1482.72,0.71078,482.386,1493.26,0.436613,513.753,1655.48,0.812964,477.016,1661.06,0.777716,340.927,1613.55,0.803467
429.94,618.618,0.875754,330.518,791.396,0.817453,251.88,807.002,0.779181,435.239,1021.63,0.913961,477.317,932.819,0.754135,414.339,775.801,0.843083,534.839,953.775,0.80229,430.079,979.998,0.718957,283.284,1153.08,0.716292,220.342,1184.25,0.674284,513.892,1315.29,0.872345,372.492,1592.87,0.757773,356.575,1142.36,0.684916,592.338,1194.72,0.879261,503.242,1477.39,0.736871,393.145,602.829,0.952328,424.781,602.587,0.626846,293.807,623.729,0.836983,0.0,0.0,0.0,597.718,1488.16,0.775463,587.056,1482.77,0.738858,482.354,1493.18,0.47394,513.657,1655.49,0.806942,476.935,1661.05,0.771374,335.732,1608.67,0.789971
414.388,618.484,0.855232,320.089,786.287,0.834193,241.412,806.957,0.775248,429.867,1021.74,0.881389,466.639,937.891,0.757816,403.852,775.683,0.869209,524.51,943.589,0.874562,409.047,985.324,0.701734,278.033,1158.06,0.715768,210.006,1189.28,0.673959,513.843,1315.26,0.864699,377.535,1597.99,0.76661,351.528,1142.4,0.677693,592.266,1189.72,0.878344,498.185,1472.37,0.745157,382.74,602.739,0.908921,403.977,597.537,0.655111,278.307,618.632,0.854279,0.0,0.0,0.0,597.663,1487.99,0.819573,587.045,1482.62,0.775865,482.249,1488.26,0.496686,513.762,1655.47,0.828365,477.043,1661.01,0.781042,340.827,1613.61,0.795554
403.958,618.572,0.858458,314.841,781.083,0.883105,231.104,801.877,0.788255,414.291,1016.6,0.843132,476.933,937.962,0.78238,398.63,775.498,0.894004,519.254,943.247,0.911096,403.882,985.205,0.677951,278.073,1152.99,0.726891,209.976,1184.25,0.669249,513.741,1315.22,0.857303,372.419,1598.05,0.774068,351.525,1142.19,0.680987,581.994,1189.7,0.877873,503.289,1472.35,0.748129,367.127,602.67,0.905671,398.725,597.47,0.721348,272.787,623.73,0.88554,0.0,0.0,0.0,602.706,1487.89,0.846115,587.226,1482.56,0.789401,482.173,1493.25,0.527013,513.813,1650.63,0.824183,477.054,1661.0,0.780114,340.816,1613.69,0.798458
398.801,613.517,0.887663,309.705,780.99,0.902031,230.777,801.906,0.798104,403.918,1016.48,0.838138,466.624,937.996,0.757805,393.442,770.527,0.895117,518.962,943.103,0.864083,419.477,980.109,0.607826,278.048,1153.04,0.722,209.969,1184.34,0.668101,513.77,1315.21,0.85935,372.468,1597.97,0.771572,351.504,1142.2,0.674449,581.861,1189.7,0.878511,503.346,1477.54,0.762071,361.873,602.61,0.91782,398.494,592.385,0.760136,267.641,618.703,0.890662,0.0,0.0,0.0,602.894,1487.94,0.841992,592.334,1482.58,0.773556,482.312,1493.38,0.563299,513.806,1655.48,0.814422,477.017,1661.03,0.772435,340.863,1613.6,0.787519
398.449,613.351,0.921809,309.646,781.025,0.903029,225.842,806.989,0.8005,398.839,1016.49,0.850616,456.288,938.048,0.744481,393.418,770.525,0.892441,518.956,943.272,0.876633,429.991,979.965,0.611423,272.963,1153.07,0.71795,204.81,1189.31,0.670361,513.721,1315.06,0.845276,372.422,1597.92,0.769574,351.332,1142.2,0.6663,576.699,1189.56,0.881418,498.196,1477.56,0.766599,356.673,597.713,0.945241,393.543,587.199,0.802361,267.469,623.859,0.880302,0.0,0.0,0.0,602.794,1487.87,0.871661,592.242,1477.65,0.803361,482.261,1493.36,0.559812,513.803,1650.59,0.83485,477.063,1660.91,0.79194,340.875,1608.73,0.788808
393.553,613.324,0.930388,309.389,781.069,0.891157,225.668,807.153,0.815033,403.747,1016.55,0.860102,456.181,937.972,0.763753,393.157,770.497,0.88546,518.901,943.163,0.900656,403.89,985.161,0.650381,272.945,1152.96,0.723092,204.842,1184.33,0.662907,513.646,1315.03,0.836951,372.463,1598.0,0.76983,346.278,1137.1,0.653587,576.674,1189.48,0.881189,503.235,1477.64,0.765316,356.585,602.567,0.945452,393.322,587.164,0.723601,267.366,623.87,0.871622,0.0,0.0,0.0,602.84,1483.01,0.869348,592.29,1477.6,0.79688,482.304,1493.47,0.541017,513.897,1650.57,0.837097,477.134,1660.93,0.787157,340.94,1613.69,0.795108
393.438,613.327,0.932469,309.309,781.116,0.886024,225.509,807.15,0.812373,398.698,1016.49,0.869571,461.466,937.991,0.748445,393.17,770.564,0.892511,518.85,943.302,0.891938,408.991,980.057,0.632932,273.082,1152.95,0.728845,215.164,1184.29,0.667845,513.762,1315.02,0.846276,377.549,1598.0,0.771086,351.304,1137.08,0.669572,581.834,1189.47,0.876235,498.199,1477.63,0.753943,351.665,602.614,0.952193,393.287,587.099,0.789479,262.471,628.973,0.866763,0.0,0.0,0.0,602.845,1487.85,0.859007,592.316,1477.65,0.791027,482.338,1493.37,0.528525,518.987,1650.56,0.825963,482.264,1660.95,0.761734,341.022,1613.7,0.808889
393.374,613.398,0.928845,309.248,781.12,0.880308,225.499,807.141,0.810237,398.723,1016.43,0.864095,471.795,937.826,0.703388,393.069,770.583,0.886658,518.863,943.373,0.880644,414.235,979.817,0.595619,278.122,1152.97,0.722838,215.229,1184.31,0.669271,513.789,1314.99,0.851751,382.802,1592.79,0.763503,351.439,1137.1,0.674832,581.912,1189.44,0.875583,508.443,1467.09,0.748264,351.621,602.681,0.961384,393.271,592.289,0.81525,262.448,629.033,0.871889,0.0,0.0,0.0,602.925,1482.89,0.908791,597.422,1477.45,0.820419,482.314,1488.21,0.553285,518.938,1650.51,0.823102,482.218,1660.82,0.772513,346.092,1608.69,0.803774
393.346,613.438,0.925319,309.27,781.081,0.88414,225.517,807.086,0.80715,398.721,1011.46,0.863713,477.247,932.827,0.689946,393.069,770.574,0.890129,518.827,943.302,0.87353,409.119,974.715,0.574033,278.163,1152.91,0.734328,215.228,1184.15,0.66883,513.861,1315.03,0.857899,382.907,1587.66,0.766852,351.471,1137.11,0.683574,587.037,1189.37,0.872203,503.277,1472.39,0.744366,351.61,602.729,0.970374,393.27,592.391,0.833607,262.445,628.985,0.872835,0.0,0.0,0.0,603.049,1482.97,0.879567,597.482,1477.52,0.804261,482.277,1493.2,0.532356,518.872,1650.44,0.829476,477.303,1655.89,0.788289,346.137,1608.6,0.808126
393.396,613.479,0.917042,309.319,781.107,0.884736,225.621,807.201,0.819535,398.721,1016.53,0.87533,466.691,937.824,0.733507,393.105,770.517,0.884928,518.805,943.317,0.876758,409.049,979.946,0.597905,278.148,1152.93,0.731601,215.282,1184.21,0.671497,513.901,1315.14,0.868329,382.872,1592.74,0.772259,351.458,1137.08,0.677495,587.12,1189.38,0.87219,503.383,1472.26,0.746619,356.457,602.709,0.957139,393.318,592.402,0.803937,262.452,628.942,0.870741,0.0,0.0,0.0,602.971,1482.95,0.888202,597.453,1477.51,0.81548,482.315,1488.29,0.549193,518.857,1650.48,0.837319,477.265,1655.92,0.796007,346.12,1608.65,0.814823
393.562,613.473,0.911025,309.484,786.111,0.894698,225.679,807.149,0.821533,398.798,1016.52,0.866426,471.817,937.84,0.680131,393.371,770.673,0.892588,518.791,948.566,0.833818,450.948,948.529,0.445262,278.139,1152.91,0.730344,215.258,1184.15,0.663724,518.809,1315.13,0.871719,387.907,1587.52,0.774176,351.453,1137.14,0.673732,587.168,1189.35,0.867487,508.619,1472.22,0.760891,356.589,602.613,0.945628,393.355,592.35,0.745271,262.478,623.826,0.869289,0.0,0.0,0.0,602.96,1482.92,0.89362,597.457,1477.49,0.825711,482.471,1488.31,0.559853,518.929,1650.51,0.824757,477.3,1660.8,0.780205,346.16,1608.57,0.811935
