subjectid,MSE1,MSE2,MSE3,MSE4,MSE5,MSE6,MSE7,MSE8,MSE9,MSE10,MSE11,MSE12,MSE13,MSE14,MSE15,MSE16,MSE17,MSE18,MSE19,MSE20
WiKfwQG1,0.087525272,0.168679426,0.191602366,0.268263987,0.280301965,0.232622295,0.124454174,0.116410352,0.175204089,0.133531393,0.126751706,0.074107972,0,0.064538521,0.405465108,0.182321557,0.194156014,0.223143551,Inf,0.693147181
WxIscnh0,0.082628734,0.152614541,0.197157914,0.196556673,0.223143551,0.20264503,0.18610228,0.159848701,0.184922338,0.239229689,0.296265816,0.385662481,0.171850257,0.310154928,0.435318071,0.693147181,0.485507816,0.36772478,0.405465108,0.287682072
X5kmXm2t,0.05591263,0.103119345,0.139868501,0.172655834,0.188820361,0.135691687,0.080042708,0.053540767,0.090971778,0.065240522,0.047067511,0.099090903,0.055059777,0.041672696,0.021053409,0.051293294,0.030771659,0,0,0.054067221
XG46gE0Y,0.064029986,0.12845623,0.204249281,0.282649349,0.339390882,0.368807617,0.397026239,0.366850272,0.293991242,0.239672853,0.16507975,0.09237332,0.078780878,0.056089467,0.136575535,0.072320662,0.045462374,0.188052232,0.223143551,0.15415068
XVvERXzh,0.054918451,0.105548721,0.140222736,0.18535228,0.195814237,0.138836445,0.175890666,0.10047053,0.078471615,0.043802623,0.078780878,0.075507553,0.074107972,0.09237332,0.03509132,0.117783036,0.111225635,0.133531393,0,0
XbdRrkxS,0.061002837,0.111952387,0.176000289,0.224409718,0.291351801,0.332842469,0.398907708,0.232445944,0.149212398,0.140357358,0.163325056,0.144249609,0.174353387,0.105360516,0.209720531,0.111225635,0.084557388,0.113328685,0.084557388,0.117783036
XkrRgefi,0.094941395,0.178323397,0.246270281,0.16462198,0.18698357,0.203598955,0.215708573,0.191891008,0.243622083,0.276253377,0.451985124,0.405465108,0.405465108,0.587786665,0.693147181,1.098612289,Inf,0.693147181,Inf,Inf
XxnpBqCk,0.063918374,0.125046191,0.21767961,0.309297663,0.416394179,0.278309933,0.405465108,0.232193387,0.090151097,0.068992871,0.085522173,0.063513406,0.047252885,0.044451763,0.072320662,0.03333642,0.062520357,0,0.122602322,0.087011377
Y2Mijmxk,0.062853523,0.122199827,0.15079947,0.134461481,0.05425059,0.031252544,0.0588405,0.063715814,0.043172172,0.102654154,0.074107972,0.071458964,0.191055237,0.162518929,0.251314428,0.182321557,0,0,NaN,1.386294361
Ybch0Nl3,0.055985714,0.109638542,0.159035887,0.236990101,0.298354532,0.315570104,0.204246917,0.13623045,0.160682382,0.11506933,0.138150338,0.101352494,0.141078598,0.156569061,0.18610228,0.110000895,0.040005335,0.100083459,0.133531393,0.133531393
Ycmah3Py,0.094927415,0.205131669,0.298683284,0.374693449,0.340325806,0.296265816,0.323787077,0.251314428,0.344840486,0.162518929,0.167054085,0.405465108,0.251314428,0.200670695,0.356674944,0.693147181,1.386294361,Inf,1.098612289,0.693147181
YsYVO0J6,0.061388059,0.098125512,0.139720415,0.183049094,0.20804303,0.235314087,0.234993591,0.15415068,0.15665381,0.04849435,0.101536419,0.041158072,0.052842481,0.025001302,0.050010421,0.045462374,0.045809536,0.03509132,0.019418086,0.016529302
Ytlu6T69,0.061998773,0.09336416,0.13112091,0.166847142,0.206463862,0.263148886,0.280741043,0.239870345,0.168227794,0.105360516,0.148845628,0.090971778,0.082521024,0.099529595,0.090384061,0.015267472,0.119346758,0.109199292,0.123613956,0
ZAn8qhAb,0.072468017,0.155261537,0.242516718,0.389603204,0.479136113,0.514455392,0.473784352,0.207639365,0.075507553,0,0.053109825,0.111917916,0.020619287,0.047628049,0,0.074107972,0.125163143,0.167054085,0.182321557,0
ZK2JlJsq,0.042682867,0.075332962,0.117238522,0.172402071,0.22245127,0.251314428,0.322398509,0.295902906,0.271077917,0.193750253,0.239672853,0.131336002,0.125163143,0.112795494,0.114410351,0.126751706,0.157185584,0.112117298,0.161268148,0.217064505
ZR3QAZmu,0.067358706,0.12414293,0.178993767,0.168083774,0.08104121,0.039740329,0.029156584,0.081678031,0.062520357,0.103184236,0.082238098,0.09531018,0.064538521,0.071458964,0.117783036,0.167054085,0.200670695,0.200670695,0.405465108,0.405465108
ZbuDvcLk,0.060287836,0.106709712,0.174237438,0.225493729,0.285688054,0.370018359,0.328033368,0.37578934,0.144249609,0.097163748,0.0719735,0.056089467,0.085157808,0.075985907,0.074107972,0.082238098,0.109199292,0.109199292,0.113328685,0.223143551
Zj2jtm25,0.06270439,0.132513389,0.207934133,0.312683375,0.357198367,0.576175504,0.483174092,0.186877373,0.075507553,0,0.033901552,0.03509132,0.062520357,0.067441281,0.09531018,0.042559614,0.047628049,0.105360516,0.037740328,0.105360516
ZyF5gFL7,0.056461695,0.118945274,0.136451103,0.142468304,0.113581349,0.082147972,0.057158414,0.024815169,0.041385216,0.043485112,0.013605652,0.030305349,0.072320662,0,0.028987537,0,0,0.044451763,0.051293294,0.15415068
a2SHGIQT,0.0865424,0.159147869,0.244770345,0.235164038,0.175093854,0.100083459,0.051293294,0.067139303,0.115512887,0.075507553,0.045462374,0.046520016,0,0.133531393,0.262364264,0.167054085,0.143100844,0.251314428,Inf,0.510825624
a59COYtO,0.055617238,0.119316134,0.194195413,0.259464433,0.33377318,0.412532275,0.295229278,0.306730267,0.161641352,0.159630146,0.175890666,0.175204089,0.103184236,0.171850257,0.182321557,0.030771659,0.133531393,0.159064695,0.113328685,0.105360516
ahs2loij,0.045242408,0.084183981,0.124680327,0.168573024,0.195863496,0.211422331,0.234125968,0.266699347,0.269739639,0.287682072,0.316337328,0.378898081,0.284387177,0.290584832,0.243622083,0.371563556,0.251314428,0.352821375,0.237671652,0.370373788
arPGgOEf,0.053160597,0.092286578,0.142130676,0.183832131,0.215985325,0.232112221,0.286513165,0.179468488,0.151345629,0.134656885,0.081917122,0.073331273,0.075985907,0.077961541,0.076372979,0.064538521,0.103184236,0.047628049,0.021978907,0.077961541
b632WDpF,0.055926654,0.089731745,0.134179971,0.166496516,0.202769332,0.210423589,0.201120639,0.201369752,0.21588838,0.101352494,0.092781733,0.054067221,0.056089467,0.089612159,0.054067221,0.098440073,0.042559614,0.083381609,0.125163143,0
bFIh8shd,0.09003641,0.156117679,0.247408173,0.326625046,0.42073258,0.477438608,0.37223946,0.258861634,0.175890666,0.127833372,0.112477983,0.060624622,0.031748698,0.15415068,0.146603474,0.356674944,0.287682072,0.15415068,0.405465108,Inf
bR8vqmI1,0.055826823,0.103256758,0.155296117,0.21861231,0.253636231,0.213458246,0.162518929,0.131242189,0.089231134,0.058648727,0.091667189,0.089948237,0.066691374,0.075223421,0.105360516,0.081678031,0.075985907,0.124052649,0.133531393,0.076961041
bYuhoS4X,0.087079252,0.126550931,0.194156014,0.171985547,0.16667694,0.167054085,0.152468594,0.133531393,0.111225635,0.112477983,0.062520357,0.068992871,0.255933374,0.171850257,0.257829109,0.268263987,0.405465108,0.693147181,0.538996501,1.098612289
bePyG1Du,0.049465204,0.100607728,0.152583723,0.192734146,0.210136245,0.237251219,0.119188517,0.122401982,0.034066555,0.052798186,0.039220713,0.057158414,0.071458964,0.071458964,0.057158414,0.052185753,0.114410351,0.102654154,0.090971778,0.072320662
bqTsXpKl,0.074618428,0.137084299,0.204882592,0.281292274,0.244557646,0.22163866,0.182321557,0.219859476,0.264692554,0.217723484,0.207639365,0.182321557,0.196710294,0.207639365,0.223143551,0.356674944,0.441832752,0.405465108,Inf,1.098612289
byzUmGWJ,0.060302014,0.115840171,0.183526065,0.254396095,0.298492989,0.250902821,0.216059696,0.162518929,0.152839204,0.057629113,0.107988638,0.040821995,0.104360015,0.085766822,0.043172172,0.091807549,0,0.103184236,0.287682072,0.0588405
cIvtHO4P,0.055110842,0.103659654,0.172759661,0.225418865,0.290506135,0.28322375,0.315270029,0.279960026,0.248461359,0.178879213,0.152191815,0.164755233,0.158224005,0.178691789,0.233614851,0.170625517,0.195308752,0.223143551,0.243622083,0.209720531
cr0mCZNx,0.083917291,0.141530985,0.074780015,0.118390016,0.134590154,0.165985137,0.248461359,0.237671652,0.207639365,0.195060583,0.276253377,0.303682414,0.36772478,0.379489622,0.470003629,0.619039208,0.510825624,0.693147181,0.693147181,0.356674944
d4F5xQy9,0.056185141,0.101553815,0.155030574,0.198378994,0.221207442,0.210345238,0.157110137,0.092976456,0.093401175,0.067822596,0.084557388,0.064538521,0.034289073,0.115831816,0.052643733,0.030305349,0.101096117,0.077961541,0.101096117,0.080042708
dG40RNan,0.072616793,0.126744508,0.192573485,0.23137405,0.316517622,0.149676399,0.057523844,0.094187215,0.022728251,0.013793322,0.089612159,0.049596941,0,0.14518201,0.054067221,0.09531018,0.040821995,0.083381609,0.207639365,0.262364264
dHsx22mJ,0.044768397,0.077501372,0.101410566,0.131126336,0.173049606,0.207984991,0.250724284,0.25243331,0.32913379,0.323400155,0.322203267,0.191891008,0.189868762,0.158823586,0.20840127,0.149212398,0.152468594,0.176456437,0.152016207,0.214409871
dRN9a0uf,0.070190716,0.119680864,0.159244175,0.177570954,0.107193697,0.072412578,0.087011377,0.046520016,0.107888962,0.057158414,0.096626836,0.020619287,0.044451763,0,0.037740328,0,0.09531018,0,0,Inf
dmWVXiPM,0.094100014,0.141323855,0.192939913,0.116799268,0.09823844,0.087011377,0.057708318,0.105360516,0.088947486,0.089612159,0.076961041,0.194156014,0.211309094,0.080042708,0,0,0.693147181,0.693147181,Inf,1.098612289
dpphCSNb,0.082945342,0.119838535,0.141103999,0.139921191,0.124850203,0.162795134,0.170151021,0.225671998,0.209350229,0.223143551,0.348306694,0.204794413,0.36772478,0.182321557,0.441832752,0.336472237,0.916290732,0.693147181,0.336472237,0.287682072
e13bsM5a,0.075270446,0.143145842,0.242213114,0.298492989,0.350740208,0.301475395,0.302810954,0.2135741,0.133531393,0.144581229,0.230523659,0.133531393,0.098440073,0.2135741,0.182321557,0.470003629,0.30538165,0.268263987,0.262364264,0.287682072
eOBg4mwH,0.051136981,0.083478846,0.120320035,0.159957108,0.203732079,0.237081059,0.262546099,0.261256845,0.249811798,0.154898343,0.09763847,0.098845835,0.039478811,0.045462374,0.048009219,0.068992871,0.05651221,0.038466281,0.119346758,0.09402895
ebjrMM53,0.07119256,0.124052649,0.195454486,0.229238477,0.237081059,0.168136922,0.153122402,0.128254336,0.055262679,0.15415068,0.069958589,0.044451763,0.093090423,0.117783036,0.09237332,0.251314428,0.313657559,0.356674944,0.194156014,0.207639365
egXfYcVu,0.081951056,0.141078598,0.190863403,0.138150338,0.071204446,0.070316498,0.074107972,0.12323264,0.098440073,0.072320662,0.103184236,0,0.174353387,0.182321557,0.336472237,0.200670695,0.470003629,0.916290732,NaN,0.693147181
ekZNvuex,0.046241637,0.083089514,0.109720926,0.129892301,0.146076544,0.175628015,0.198109172,0.239826051,0.280191401,0.334407187,0.339354083,0.376597124,0.46536325,0.538996501,0.497580397,0.564892845,0.464888529,0.591364486,0.39834764,0.459532329
erdKOQ7X,0.046586934,0.103004278,0.136868901,0.168273267,0.18729257,0.203228242,0.135691687,0.127230175,0.098845835,0.096626836,0.090971778,0.111917916,0.103796794,0.15123097,0.18610228,0.139761942,0.188052232,0.182321557,0.146603474,0.200670695
f0Ts7NJh,0.072435078,0.120120586,0.148061763,0.148845628,0.135545492,0.16507975,0.189620859,0.168136922,0.233614851,0.105360516,0.36772478,0.336472237,0.171850257,0.559615788,1.098612289,0.693147181,1.098612289,0.287682072,0.510825624,Inf
f8iKrVUp,0.02422612,0.04454006,0.052486471,0.066424575,0.081423171,0.093252616,0.109371374,0.133771841,0.149227198,0.169877764,0.190282678,0.217301276,0.234735299,0.252131088,0.283362411,0.29258576,0.312621021,0.363500909,0.371381091,0.403225466
fLfdcR9Z,0.050054805,0.093523657,0.127574159,0.154035744,0.15415068,0.16947665,0.167744772,0.179048231,0.119903927,0.17022115,0.0893451,0.055569851,0.037740328,0.039220713,0.014598799,0.05942342,0.017699577,0.051293294,0.028170877,0.089612159
fd7pMJua,0.062657678,0.103465434,0.141556953,0.198450939,0.214736215,0.232383432,0.22434044,0.167054085,0.129811612,0.053488685,0.047252885,0.051293294,0.031748698,0.067822596,0.040005335,0.058268908,0.09531018,0.026668247,0,0.039220713
fihT2q9c,0.070960832,0.118776135,0.161250162,0.157780448,0.14499031,0.073588357,0.040351296,0.069593292,0.033522692,0.060624622,0.061557893,0.074107972,0.070204259,0.089612159,0.09531018,0.074107972,0.207639365,0.268263987,0.241162057,0.087011377
fvpJO6dv,0.060300055,0.114327023,0.169957121,0.210706986,0.191641289,0.130477955,0.060841659,0.015915455,0.042863704,0.041158072,0.044171218,0.048790164,0.082238098,0.090151097,0.034486176,0.027398974,0.080042708,0.066691374,0.090971778,0.09531018
g2W4FUSb,0.084372602,0.135684698,0.196773096,0.255026109,0.285944453,0.222487599,0.203725465,0.119903927,0.079464171,0.065597282,0.047067511,0.088553397,0.049596941,0.136575535,0.052643733,0.077961541,0.071458964,0.033901552,0.09531018,0.171850257
g5sxqMgO,0.057640135,0.091683082,0.121773098,0.155011932,0.201552919,0.242205535,0.278287689,0.317644124,0.308472842,0.322988886,0.388370675,0.386560953,0.471423076,0.570544858,0.454255272,0.669049629,0.519875459,0.587786665,0.212561442,0.228841572
g84PP6lh,0.076619691,0.137820278,0.205419843,0.264596052,0.299744945,0.240279834,0.266878945,0.158470341,0.187598614,0.182321557,0.173663494,0.207639365,0.265703166,0.171850257,0.189242,0.356674944,0.322773392,0.530628251,0.274436846,0.451985124
g9WGBFnV,0.040970462,0.092933114,0.123373055,0.165892098,0.200793207,0.18695037,0.144696376,0.096460266,0.071289084,0.02695581,0.02515856,0.072906771,0.051293294,0.070380797,0.087011377,0.058268908,0.126751706,0.062520357,0.060624622,0.068992871
gO7Cpt1X,0.053248486,0.08979707,0.136711046,0.201866153,0.230939173,0.239862511,0.31771436,0.258932659,0.242730685,0.192765516,0.16296131,0.128617378,0.167054085,0.117783036,0.140581951,0.133531393,0.164303051,0.167054085,0.182321557,0.178248231
gQS9V6ab,0.101545372,0.157409236,0.227193311,0.224285756,0.143100844,0.198850859,0.11506933,0.186585956,0.121360857,0.203598955,0.251314428,0.207639365,0.510825624,0.405465108,1.098612289,0.287682072,0.916290732,0.36772478,0.356674944,0.559615788
gXhE9VUw,0.072749519,0.128192052,0.193941698,0.244047137,0.193458259,0.107520344,0.067718174,0.045120435,0.053584246,0.032435276,0.076961041,0.090151097,0.080042708,0.101096117,0.060624622,0.033901552,0.113328685,0.196710294,0.167054085,0.15415068
gZry6Nal,0.085443947,0.168999611,0.218293097,0.182952671,0.09531018,0.06500483,0.050261835,0.042559614,0.060624622,0.074107972,0.085157808,0.074107972,0.182321557,0.15415068,0.167054085,0.200670695,0.09531018,0.405465108,NaN,Inf
gbNgqUpT,0.091138072,0.156241637,0.182645758,0.101228278,0.061644163,0.08912778,0.067139303,0.061557893,0.103184236,0.05942342,0,0.080042708,0.207639365,0.287682072,0.15415068,0.223143551,Inf,Inf,Inf,Inf
gkyOGI21,0.067936794,0.155223411,0.255381128,0.299285256,0.354276861,0.264528767,0.217301276,0.118951943,0.069679921,0.054808236,0.055569851,0.081678031,0.130620182,0.040821995,0.117783036,0.105360516,0.133531393,0.191055237,0.233614851,0.182321557
gudwNnwN,0.075900362,0.149221366,0.218310289,0.292258739,0.427937964,0.589157467,0.708185058,0.475423697,0.217723484,0.173271721,0.177681177,0.09531018,0.262364264,0.146603474,0.216223108,0.121360857,0.30538165,0.162518929,0.223143551,0.09531018
h08bvb14,0.049018771,0.100090169,0.138933945,0.167820466,0.192016379,0.146701856,0.159759219,0.124605418,0.110541874,0.053345981,0.045256592,0.030771659,0.088728116,0.029413885,0.100083459,0.068992871,0.041672696,0.09531018,0.028987537,0
hKEWIYx3,0.067081333,0.127273263,0.198914152,0.282460128,0.314415135,0.280614905,0.264151575,0.113328685,0.071458964,0.049596941,0.103540679,0.068992871,0.110000895,0.063178902,0.030305349,0.060624622,0.029852963,0,0,0.182321557
hhg6N9lU,0.071470694,0.120228886,0.149966573,0.171094494,0.171640547,0.146379535,0.167054085,0.147324715,0.178248231,0.228258652,0.234839591,0.177681177,0.274436846,0.336472237,0.351397887,0.470003629,0.916290732,0.492476485,0.405465108,0.405465108
hsX5kAeZ,0.080395063,0.14814188,0.20379291,0.21511138,0.231111721,0.217412877,0.164303051,0.205852054,0.241162057,0.3254224,0.328504067,0.287682072,0.310154928,0.207639365,0.606135804,Inf,0.693147181,0.559615788,0.510825624,Inf
hxJw9Wjr,0.086942422,0.140941241,0.171674216,0.114326413,0.06177736,0.060624622,0.056089467,0.105360516,0.043172172,0.137201122,0.052643733,0,0,0.125163143,0.080042708,0,0,0,Inf,NaN
i0oCTuhJ,0.048277366,0.106278336,0.136924598,0.176623536,0.181400322,0.170625517,0.130265195,0.082370997,0.124642445,0.109199292,0.089856329,0.197825743,0.18610228,0.16907633,0.100083459,0.189242,0.139761942,0,0.068992871,0.182321557
i9oVbbz6,0.040510992,0.075872542,0.096460266,0.132291364,0.164961596,0.192371893,0.242807106,0.233809083,0.275228611,0.237584235,0.19966567,0.177983155,0.200670695,0.069472373,0.08299692,0.090514008,0.062913825,0.019802627,0.045462374,0.017391743
iIzgYYRS,0.012799868,0.024201107,0.036661486,0.050355021,0.063947619,0.077599203,0.087319693,0.096591721,0.10371421,0.109420784,0.113836909,0.122806594,0.128431199,0.134510345,0.151689308,0.152502834,0.160821205,0.171201506,0.198578644,0.194475656
iJsDlll8,0.130563396,0.193068861,0.268392414,0.339073018,0.408634683,0.491665126,0.638087403,0.434452645,0.346276237,0.287682072,0.32090772,0.312374685,0.451985124,0.318453731,0.36772478,0.470003629,0.485507816,0.405465108,0.348306694,0.693147181
iqQ28Zc4,0.010933891,0.020966682,0.031807721,0.043987907,0.056862459,0.071559767,0.086273257,0.100542264,0.109046476,0.114798415,0.115561946,0.114194973,0.121324842,0.129574774,0.129759227,0.136590434,0.147601538,0.160021236,0.155845883,0.159630146
j3iTbhie,0.058621992,0.110095821,0.173209247,0.237473377,0.282446458,0.329237743,0.287682072,0.275228611,0.157903029,0.087011377,0.057987258,0.081345639,0.098440073,0.117783036,0.063178902,0,0.044451763,0.102654154,0.064538521,0.470003629
jD5WJNcX,0.037881372,0.07905349,0.091133212,0.115976817,0.14472159,0.166369075,0.192533954,0.259825118,0.239479971,0.223143551,0.22906657,0.174353387,0.187741624,0.149035579,0.107988638,0.083381609,0.046520016,0.063851472,0.066249386,0.066691374
jDDqCwxU,0.081384089,0.14896468,0.208809092,0.223143551,0.197359434,0.101096117,0.057158414,0.057987258,0.043802623,0.115512887,0.231801614,0,0.036367644,0.236388778,0.559615788,0.15415068,0.09531018,1.386294361,0.510825624,NaN
jS1r3uGd,0.086900344,0.149704252,0.236102696,0.279470883,0.298492989,0.303682414,0.223143551,0.300104592,0.260283098,0.321583624,0.171850257,0.302280872,0.271933715,0.251314428,0.336472237,0.405465108,1.386294361,NaN,Inf,1.386294361
jasA5s93,0.055900306,0.089581731,0.132742438,0.160930367,0.230161124,0.284286483,0.275809294,0.257544978,0.283362411,0.209720531,0.164303051,0.057987258,0.056352937,0.0719735,0.045809536,0.061875404,0.016807118,0.064538521,0.085157808,0.125163143
k3YTjMU4,0.063775433,0.112020213,0.161926259,0.197679212,0.199461067,0.176703564,0.167615409,0.110348057,0.080042708,0.073427469,0.074107972,0.070951736,0.054067221,0.084557388,0.075985907,0.064538521,0.032789823,0,0.057158414,0.111225635
kEC7G8DP,0.068581389,0.11249235,0.168037901,0.222556869,0.258914002,0.242561637,0.243126051,0.15415068,0.161969328,0.080042708,0.123613956,0.09531018,0.149035579,0.171850257,0.178248231,0.159064695,0.162518929,0.188052232,0.174353387,0.162518929
kFPZtJof,0.067560301,0.137594787,0.224073351,0.251671635,0.274198722,0.232805462,0.226124179,0.15415068,0.0588405,0.070204259,0.034486176,0.070617567,0.077961541,0.162518929,0.143100844,0.15415068,0.133531393,0.287682072,0.336472237,NaN
kGhQ1FQc,0.028841127,0.067260061,0.091263102,0.115035424,0.153453573,0.177681177,0.184364458,0.242839801,0.203656664,0.202236866,0.20507077,0.1461419,0.165711502,0.092709398,0.081345639,0.090596895,0.103032226,0.119959315,0.111225635,0.119346758
kHl7BBo3,0.026423669,0.057590188,0.071852444,0.088277709,0.113153518,0.136241042,0.162635882,0.182321557,0.199962588,0.241396992,0.272799142,0.281305855,0.288654362,0.305897512,0.286276591,0.266267978,0.24406145,0.218253566,0.214559808,0.201482055
kbOfCieZ,0.063329186,0.120679836,0.196201575,0.255814334,0.28076163,0.312518996,0.293547192,0.268263987,0.208754814,0.243622083,0.303682414,0.382992252,0.232622295,0.257829109,0.223143551,0.182321557,0.265703166,0.351397887,0.356674944,0.255933374
l230IPIW,0.05314466,0.097603508,0.13332704,0.171850257,0.196466064,0.175984709,0.113597178,0.111744038,0.085417751,0.044124805,0.037387532,0.052922401,0.025317808,0.052185753,0.075223421,0.015748357,0.051293294,0.052643733,0.050010421,0.080042708
l58jyPMn,0.056359245,0.109380859,0.140736035,0.186940503,0.130452888,0.065881705,0.054067221,0.051624365,0.096228032,0.077961541,0.062131781,0.109199292,0.070204259,0.028987537,0.21511138,0.074107972,0.182321557,0.182321557,0.223143551,0.223143551
lxLc4Sek,0.073632504,0.117494394,0.16605086,0.228258652,0.27407642,0.261840841,0.234572247,0.177681177,0.066249386,0.032789823,0.058268908,0.15082289,0.157628944,0.15415068,0.101782694,0.196710294,0.044451763,0.057158414,0.117783036,0
m43FWyiY,0.069923305,0.149531734,0.236182561,0.271568285,0.37049651,0.323065576,0.266628663,0.150480951,0.214147988,0.117783036,0.126040721,0.15415068,0.125163143,0.110000895,0.138836445,0.14518201,0.238411023,0.236388778,0.15415068,0.262364264
mMfeNBCP,0.044756001,0.082069273,0.132995688,0.195169699,0.24713382,0.294699645,0.309104508,0.338325805,0.344451002,0.299084705,0.182321557,0.220671362,0.112795494,0.057987258,0.114410351,0.030305349,0.045809536,0.015037877,0.037041272,0.021978907
maugZAlg,0.045828752,0.079842177,0.102149139,0.137447482,0.187427617,0.227951253,0.282669531,0.304877871,0.334479212,0.379775622,0.407860319,0.369920171,0.388223302,0.338325805,0.26510775,0.21588838,0.18859117,0.137201122,0.167054085,0.129211731
mgKwPHtm,0.035900572,0.078263445,0.124223944,0.123997642,0.13638517,0.129936422,0.106555973,0.074931017,0.037611271,0.053345981,0.038786025,0.050010421,0.071825735,0.060624622,0.071458964,0.047252885,0.070204259,0.09531018,0.159064695,0.074107972
mxKQbPdW,0.054382712,0.098481894,0.141182239,0.191804581,0.197292999,0.188742125,0.182321557,0.136798302,0.060870715,0.045462374,0.068992871,0.069593292,0.202940844,0.080969063,0.073025135,0.105360516,0.077961541,0.229574442,0.14518201,0.133531393
nGyTDr5q,0.047322041,0.109874375,0.125038773,0.143162286,0.140681,0.106897795,0.10697212,0.064837519,0.06029223,0.066691374,0.060624622,0.093818755,0.077558234,0.125163143,0.110000895,0.130053128,0.102654154,0.068992871,0.167054085,0.162518929
nJNrFOAf,0.050931133,0.093129574,0.145345138,0.169958109,0.216429613,0.242178317,0.25965476,0.223143551,0.113835143,0.147452731,0.211309094,0.060624622,0.048790164,0.048790164,0.057158414,0.081678031,0.176930708,0.076961041,0.032789823,0.087011377
nkcnBgOa,0.065760966,0.138931616,0.212386311,0.334749583,0.251314428,0.159427737,0.060624622,0.128617378,0.161268148,0.194156014,0.277631737,0.149531734,0.216223108,0.182321557,0.271933715,0.374693449,0.470003629,0.693147181,0.693147181,1.098612289
nqtTzjoP,0.039680852,0.088905395,0.120631904,0.137107131,0.16285547,0.164897052,0.173111431,0.1463476,0.162823761,0.086741653,0.074901308,0.055451305,0.036533743,0.055569851,0.029413885,0.025105921,0.034191365,0.046091107,0.028710106,0.045809536
nvvWjNuQ,0.016213027,0.027360398,0.040432783,0.054380142,0.068522526,0.080536162,0.088418258,0.092872361,0.097307065,0.105360516,0.120446153,0.131116283,0.134127486,0.148011727,0.157797167,0.173231918,0.167424908,0.174927808,0.202026628,0.211228517
nwg8qbmZ,0.082500019,0.127978027,0.172953807,0.120504126,0.09237332,0.088107268,0.141411654,0.054488185,0.072759354,0.136575535,0.127833372,0,0.122602322,0.470003629,0.182321557,0.207639365,0.510825624,0.470003629,Inf,NaN
nyRH10Bw,0.082823409,0.121804874,0.174452392,0.217176125,0.267203541,0.180126166,0.156842471,0.101096117,0.035506688,0.034486176,0.028987537,0.051293294,0.017391743,0.025317808,0,0.071458964,0.039220713,0.143100844,0,0.287682072
o9xCf7YI,0.069063515,0.121376284,0.185131111,0.250051004,0.335207214,0.314392223,0.237328186,0.167054085,0.072320662,0.041385216,0.045809536,0.059719235,0.040005335,0.075985907,0.117783036,0.101782694,0.080042708,0.191055237,0.113328685,0.194156014
oE7OaXfV,0.061569024,0.119597266,0.154918434,0.162259829,0.152839204,0.116259806,0.124790773,0.151399646,0.16532398,0.226527649,0.27541198,0.11506933,0.133531393,0.231801614,0.194156014,0.287682072,0.117783036,0.223143551,0.09531018,Inf
oSFbRH4g,0.06420192,0.113168934,0.184405785,0.231311991,0.264773582,0.249385787,0.211309094,0.184093036,0.157903029,0.089231134,0.168622712,0.110348057,0.10697212,0.124052649,0.076961041,0.228841572,0.15415068,0.141078598,0.200670695,0.231801614
obDMup1i,0.069554092,0.124318889,0.164193252,0.207934133,0.203912189,0.188052232,0.188309599,0.171850257,0.11506933,0.135801541,0.175890666,0.167054085,0.198450939,0.14518201,0.287682072,0.15415068,0.238411023,0.251314428,0.245122458,0.15415068
odbnl461,0.046595115,0.083369084,0.13297912,0.18904862,0.241748739,0.289848921,0.332314226,0.302541187,0.279960026,0.220240792,0.190689806,0.166126871,0.149531734,0.187211542,0.129677823,0.111225635,0.139112802,0.200670695,0.165514438,0.130620182
ogsPBgBT,0.07286687,0.117685764,0.146344967,0.164820034,0.193632226,0.210721031,0.242561637,0.205263126,0.236388778,0.202524264,0.15123097,0.200670695,0.27029033,0.259511195,0.204794413,0.302280872,0.207639365,0.348306694,0.587786665,Inf
osrCJbfp,0.052548021,0.087018531,0.138295772,0.204652187,0.258022309,0.263708953,0.265255037,0.205498291,0.170784272,0.109199292,0.086540456,0.057819571,0.050010421,0.036904557,0.048009219,0.070380797,0.062242309,0.048318577,0,0.059898142
pHIS8pPt,0.034683605,0.080372795,0.114728266,0.142468304,0.180496098,0.190430354,0.20048207,0.178965849,0.137040852,0.114158905,0.084557388,0.050430854,0.074723546,0.031252544,0.046956983,0.048202102,0.057158414,0.105360516,0.103184236,0.037740328
pmYdj2Zc,0.069066143,0.133760724,0.123521299,0.098923916,0.052299499,0.021506205,0.043083586,0.040821995,0.054808236,0.057158414,0.067822596,0,0.09763847,0.117783036,0.146603474,0.200670695,0.182321557,0.559615788,0.510825624,0.693147181
pxr3J4Ow,0.076337922,0.135503583,0.214499442,0.239170421,0.284279551,0.342766514,0.330006697,0.304211374,0.319942935,0.287682072,0.332705754,0.233614851,0.162518929,0.3074847,0.189242,0.223143551,0.139761942,0.15415068,0.287682072,0.15415068
q8FyLMSn,0.100794634,0.137641844,0.144188687,0.088618836,0.08396538,0.062520357,0.09237332,0.128617378,0.120627988,0,0.028987537,0.211309094,0.054067221,0.200670695,0.405465108,0.559615788,0.693147181,Inf,0,0.693147181
qUI9PiJS,0.05911481,0.105772475,0.149808511,0.225990818,0.27202339,0.331272509,0.292496718,0.311436158,0.27029033,0.175352887,0.18610228,0.15415068,0.156004248,0.150572858,0.18610228,0.165514438,0.178248231,0.171850257,0.15415068,0.231801614
