subjectid,MSE1,MSE2,MSE3,MSE4,MSE5,MSE6,MSE7,MSE8,MSE9,MSE10,MSE11,MSE12,MSE13,MSE14,MSE15,MSE16,MSE17,MSE18,MSE19,MSE20
qhvy63Op,0.088848332,0.145546976,0.1791769,0.095550017,0.036076056,0.053345981,0.069679921,0.060624622,0.087011377,0.036367644,0.105360516,0.042559614,0.200670695,0.485507816,0.182321557,0.405465108,1.098612289,Inf,1.386294361,NaN
qiIHjZln,0.033270277,0.056689595,0.08483988,0.119228176,0.153808038,0.187462956,0.220511172,0.261102435,0.281369282,0.30538165,0.267227824,0.290191484,0.256133715,0.283857976,0.217243829,0.284736562,0.207014169,0.166235419,0.168335315,0.128832872
ry6fCSwK,0.085032366,0.139242147,0.255182905,0.175564774,0.198450939,0.21217452,0.24613307,0.372675285,0.424883194,0.310154928,0.310154928,0.356674944,0.36772478,0.510825624,0.693147181,0.559615788,0.693147181,0.223143551,1.098612289,0.15415068
sUlatygS,0.06492369,0.126106217,0.189187177,0.265136834,0.351555479,0.379489622,0.268889573,0.283362411,0.165985137,0.119545151,0.122602322,0.098440073,0.133531393,0.16034265,0.136132174,0.16907633,0.167054085,0.123613956,0.158224005,0.16034265
scqtqhQi,0.072594529,0.154494027,0.237849699,0.314327396,0.36772478,0.402022764,0.327212911,0.156842471,0.256719847,0.194156014,0.248461359,0.177681177,0.209091798,0.189242,0.241162057,0.223143551,0.287682072,0.287682072,0.587786665,0.405465108
t86vURE5,0.074120481,0.127716595,0.199748271,0.258166586,0.261781344,0.210295409,0.151549898,0.158224005,0.082238098,0.133531393,0.040821995,0.121360857,0.089612159,0.074107972,0,0.111225635,0.105360516,0.143100844,0.262364264,0
uBFpj4lx,0.081580282,0.116919007,0.165850184,0.227578148,0.246450605,0.158406005,0.09265883,0.036701367,0.060624622,0.033901552,0.033901552,0.031252544,0.045462374,0.046520016,0,0.114410351,0.036367644,0.042559614,0.087011377,0.146603474
uQaqBtOs,0.065212975,0.123561782,0.202201269,0.269385943,0.343843974,0.309698203,0.271933715,0.200670695,0.108213585,0.09607383,0.057987258,0.088947486,0.05942342,0.068992871,0.143100844,0.105360516,0.148420005,0.105360516,0.133531393,0.194156014
uSnrgTDe,0.0746427,0.128319719,0.154964813,0.156160731,0.09217046,0.057158414,0.057523844,0.068992871,0.131927543,0.085157808,0.087011377,0.066691374,0.0588405,0,0.048790164,0.15415068,0.405465108,0.510825624,Inf,Inf
ucT4dryZ,0.075169339,0.119677081,0.165100182,0.178286164,0.235456812,0.241605614,0.137201122,0.192371893,0.211309094,0.209091798,0.182321557,0.164303051,0.182321557,0.149531734,0.171850257,0.207639365,0.336472237,0.916290732,0.916290732,0.78845736
ufQZNsiU,0.083051833,0.158692938,0.224175721,0.259014178,0.14028564,0.132424586,0.025752496,0.053109825,0.015267472,0.018018506,0.050010421,0,0.036367644,0.064538521,0,0,0.133531393,0.405465108,0.15415068,NaN
ujkGAy6u,0.098708457,0.148446923,0.168365345,0.165280091,0.045909701,0.051825068,0.015267472,0.037740328,0.16507975,0.024692613,0,0.051293294,0.182321557,0.262364264,0,0,NaN,1.098612289,0.405465108,NaN
ut7ckdyI,0.055648269,0.111270522,0.173548676,0.251999008,0.31414276,0.403467105,0.382992252,0.384411699,0.200670695,0.139761942,0.112117298,0.053345981,0.050430854,0,0.027398974,0.044451763,0.033901552,0.020619287,0.040821995,0.022989518
uwtiYEpw,0.044515743,0.092500943,0.129467097,0.16907633,0.191055237,0.192236014,0.133531393,0.087775611,0.080042708,0.087011377,0.076161361,0.098440073,0.138150338,0.18610228,0.234839591,0.204794413,0.130053128,0.137201122,0.133531393,0.149531734
vLEhUnMj,0.075649228,0.150154671,0.265131247,0.405465108,0.412385551,0.459532329,0.352821375,0.217064505,0.16507975,0.342944751,0.164303051,0.164303051,0.2135741,0.255933374,0.133531393,0.182321557,0.336472237,0.405465108,0.405465108,0.470003629
vbBOikks,0.059716573,0.118827926,0.197846675,0.249093439,0.362513721,0.314905531,0.3074847,0.236388778,0.182321557,0.111225635,0.103796794,0.111225635,0.074107972,0.075507553,0.0588405,0.09531018,0.09237332,0,0.098440073,0.040821995
vxlC5KaR,0.05323973,0.112164624,0.182549373,0.240322602,0.299344012,0.476082675,0.353279355,0.417735201,0.287682072,0.15415068,0.200670695,0.145711811,0.133531393,0.131028262,0.126293725,0.171850257,0.246860078,0.192371893,0.205852054,0.162518929
w2Q5bJMv,0.062268523,0.110023023,0.175480447,0.227783931,0.315007998,0.351397887,0.436555695,0.303682414,0.187211542,0.193371393,0.18610228,0.131336002,0.159630146,0.211309094,0.178248231,0.169899037,0.060624622,0.159064695,0.287682072,0.287682072
w2e3O8Lh,0.050099041,0.092204845,0.137804258,0.173831512,0.211309094,0.23729358,0.158721641,0.138836445,0.128081788,0.090384061,0.054067221,0.031498667,0.072320662,0.021978907,0.045985113,0.026668247,0.032789823,0.093090423,0.123613956,0.083381609
wBZ1RW0f,0.106821413,0.163824555,0.170098463,0.218866123,0.244960816,0.294680002,0.325719445,0.323021439,0.344840486,0.29657102,0.322083499,0.362905494,0.130053128,0.15415068,0.083381609,0.080042708,0.076961041,0.137201122,0.093090423,0.065957968
wQKnlZmx,0.066448284,0.115466081,0.167771776,0.240455759,0.289177959,0.337256858,0.369217318,0.287682072,0.194156014,0.167054085,0.194156014,0.188052232,0.204794413,0.223143551,0.146603474,0.057158414,0.194156014,0.117783036,0.15415068,0.262364264
we9IrnZq,0.070887649,0.141373203,0.22425528,0.295881895,0.331997956,0.285800604,0.231801614,0.219859476,0.111917916,0.100083459,0.112477983,0.135801541,0.120144312,0.125163143,0.15415068,0.194156014,0.274436846,0.245122458,0.194156014,1.098612289
woyjGsIt,0.041440291,0.090767425,0.115614173,0.151522112,0.194510738,0.197825743,0.176930708,0.099372474,0.070715525,0.056887374,0.035878288,0.050552279,0.051293294,0.044451763,0.036813973,0.027028672,0.053109825,0.093526058,0.040005335,0.040821995
x6NSfgSJ,0.069241866,0.131713467,0.215445604,0.241162057,0.27576298,0.287682072,0.224943732,0.239229689,0.129677823,0.231111721,0.209091798,0.228841572,0.177681177,0.138150338,0.241162057,0.245122458,0.287682072,0.200670695,0.262364264,0.318453731
x77WJ10Q,0.047227146,0.102540345,0.136556077,0.142739768,0.156914581,0.188730255,0.205751809,0.224581366,0.194642041,0.120286166,0.126751706,0.046520016,0.097980408,0.074107972,0.072759354,0.045809536,0.127833372,0.066691374,0.050010421,0.074107972
xEIsrkiR,0.056051009,0.097672076,0.152501875,0.221964074,0.268827272,0.286859366,0.333144447,0.243823757,0.171422266,0.130452888,0.059188871,0.068992871,0.075985907,0.077558234,0.045809536,0.021506205,0.093090423,0.021978907,0.159064695,0.110000895
xMJoV8Kz,0.041854279,0.096117635,0.11254056,0.147635999,0.174191431,0.1876835,0.161268148,0.119188517,0.053704179,0.026668247,0.098440073,0.014598799,0.026668247,0.016807118,0.040821995,0.028170877,0.051293294,0.060624622,0.048790164,0
xWZi5URn,0.081877791,0.12479691,0.129451016,0.101266891,0.09045711,0.109484233,0.13895146,0.113758885,0.182321557,0.145711811,0.217064505,0.3254224,0.133531393,0.510825624,0.559615788,0.510825624,1.609437912,0.587786665,1.098612289,0.693147181
y3ET3wKE,0.06191751,0.105341229,0.164726899,0.254545449,0.323853773,0.235038339,0.24406145,0.09969936,0.102654154,0.071095922,0.061693569,0.0719735,0.080042708,0.071458964,0.111225635,0.065957968,0.040005335,0.107630664,0,0.062520357
yKdKYz23,0.062353092,0.11327456,0.168612122,0.221382471,0.234443107,0.186585956,0.133531393,0.101536419,0.075349437,0.109199292,0.065957968,0.05942342,0.060624622,0.067441281,0.125163143,0.089612159,0.084557388,0.066691374,0.171850257,0.080042708
yMjX098h,0.07642192,0.141914956,0.220765429,0.287682072,0.339769849,0.307226669,0.291351801,0.287682072,0.133531393,0.141970261,0.212561442,0.147635999,0.218689201,0.162518929,0.111225635,0.197825743,0.336472237,0.559615788,0.351397887,0.287682072
yQpqLCPL,0.065843639,0.125644482,0.211089627,0.262523513,0.318934616,0.349506454,0.249941744,0.122102697,0.14403937,0.078988411,0.045120435,0.075507553,0.046520016,0.041672696,0.043485112,0,0,0.117783036,0.048790164,0
ySEYmd1c,0.05326164,0.108046643,0.179201429,0.24582026,0.323787077,0.348306694,0.216753753,0.192160006,0.116533816,0.170345366,0.219053566,0.18610228,0.147635999,0.187211542,0.191055237,0.121360857,0.277631737,0.177681177,0.265703166,0.174353387
yXxNEYJT,0.050142378,0.109213453,0.144258552,0.174707307,0.170835429,0.081294742,0.029108084,0.023953241,0.034367644,0.022728251,0.061557893,0.028987537,0.138836445,0.035718083,0.024692613,0.074107972,0.148420005,0.162518929,0.171850257,0.318453731
yZHRUMz7,0.058626825,0.112972061,0.19640399,0.277354958,0.334578297,0.337302457,0.229574442,0.1480531,0.081917122,0.127339422,0.063851472,0.105360516,0.145711811,0.190043603,0.162518929,0.15415068,0.203598955,0.031748698,0.071458964,0.105360516
ybGzWMPA,0.059635626,0.111122532,0.162093106,0.168689408,0.122185684,0.058181955,0.016620881,0.046520016,0.025642431,0.053345981,0.084557388,0.080042708,0.029852963,0,0.080042708,0.207639365,0.09531018,0,0.09531018,0
yzutrWiF,0.050749142,0.09224501,0.142900733,0.185775792,0.238690275,0.281067955,0.284009648,0.31121257,0.28103753,0.236010062,0.254234138,0.177983155,0.142174489,0.09531018,0.18859117,0.167054085,0.133531393,0.25489225,0.093090423,0.125163143
z8FFpnMp,0.07175806,0.141195681,0.225719364,0.295321529,0.333855576,0.317662905,0.294508038,0.339215723,0.235314087,0.186585956,0.136132174,0.318453731,0.15415068,0.231801614,0.310154928,0.167054085,0.182321557,0.287682072,0.287682072,0.559615788
zGObVmrM,0.065909742,0.12159429,0.173702769,0.237920563,0.272088814,0.234316852,0.169418152,0.169559305,0.094310679,0.099372474,0.037041272,0.087011377,0.214409871,0.102654154,0.082238098,0.068992871,0.042559614,0.048790164,0.182321557,0.200670695
zIDgWdoU,0.084635306,0.138325707,0.189201191,0.186775907,0.213964497,0.185836499,0.163453072,0.226313126,0.185717146,0.198450939,0.207639365,0.300104592,0.262364264,0.200670695,0.559615788,0.441832752,0.405465108,0.587786665,0.510825624,0.559615788
zSWVNAon,0.067796064,0.117700748,0.177548278,0.220356371,0.242513104,0.202300024,0.195744577,0.11686434,0.087775611,0.096331109,0.080852097,0.129211731,0.12323264,0.231111721,0.122602322,0.178248231,0.164303051,0.169899037,0.16034265,0.130053128
zbI7ifl8,0.046154751,0.101751527,0.132463691,0.167119773,0.180157834,0.157628944,0.118114656,0.104512699,0.095817923,0.079068523,0.10146946,0.034685558,0.057158414,0.029852963,0.090971778,0.043485112,0.021506205,0,0.062520357,0.083381609
zgGJNHuU,0.048782291,0.075646625,0.106888078,0.149001006,0.188231534,0.227362282,0.239503834,0.305117134,0.277455541,0.271496748,0.268263987,0.198450939,0.230016431,0.139112802,0.15415068,0.129211731,0.126293725,0.113944259,0.15123097,0.130053128
zkO4XPXQ,0.066705584,0.116931899,0.180074365,0.231695833,0.333542547,0.43036266,0.405465108,0.329181803,0.276986783,0.202524264,0.212561442,0.080042708,0.177681177,0.133531393,0.157185584,0.111225635,0.14518201,0.125163143,0,0.101782694
ztKJoXiw,0.011353363,0.02285882,0.035208397,0.048410364,0.062073779,0.078636837,0.09720881,0.109562203,0.112274504,0.116436392,0.11706642,0.122477032,0.128774105,0.132066078,0.140857433,0.159300906,0.145979958,0.15538601,0.16066006,0.153634817
