subjectid,lyapunovExponent,approxEntropy,sampleEntropy,MSE1,MSE2,MSE3,MSE4,MSE5,Ci
QJ2012XI,-0.055623109,0.291210678,0.288435774,0.083295952,0.119999386,0.112706125,0.083487144,0.097422113,0.49691072
QLZHPS8I,-0.128140339,0.220672125,0.175065036,0.08031889,0.187857555,0.29552525,0.338975367,0.304211374,1.206888436
QNEd2eGX,-0.032629785,0.221416797,0.142585899,0.03262346,0.072323799,0.105432598,0.129255744,0.163934931,0.503570531
Qk66Dk9d,-0.168301082,0.210712914,0.107225,0.049335884,0.085307657,0.136281528,0.19637331,0.218450281,0.685748661
R8eFySk4,-0.116025827,0.365850821,0.28354128,0.073021842,0.130937357,0.181245709,0.170729809,0.100925919,0.656860636
RFibHPt7,-0.016612569,0.248685414,0.133020682,0.0533468,0.100767119,0.154342932,0.20556572,0.281451523,0.795474094
RJVU9j8P,-0.020702351,0.211347793,0.130756277,0.049072918,0.117298925,0.127566923,0.144873669,0.152062996,0.590875432
RZ584xig,0.017992177,0.250105964,0.211157012,0.076642685,0.12300347,0.173403966,0.221395299,0.264449771,0.858895192
RhRnfeBp,-0.059850884,0.234022174,0.16361202,0.039232985,0.088793442,0.118655582,0.157008938,0.180497495,0.584188442
RuSZ5rNP,-0.035627308,0.225909345,0.168103995,0.040036823,0.087411938,0.118930483,0.158042424,0.178774555,0.583196222
Rxka2Dfe,-0.008200163,0.245531354,0.136795656,0.058729333,0.092276936,0.126914532,0.1680356,0.182625093,0.628581494
RyeFHRQj,-0.156223033,0.420255073,0.383907026,0.092487674,0.123936901,0.149260695,0.180670029,0.259957524,0.806312823
SeLh3ENk,0.000979474,0.298384804,0.32132536,0.098620217,0.118530476,0.109266771,0.085990448,0.079464171,0.491872083
Sh2ZCYBZ,-0.054788179,0.279942445,0.272930796,0.095038231,0.143960689,0.190472769,0.213093215,0.177681177,0.820246082
SnYQMMBW,-0.007188336,0.250746059,0.195461442,0.054897788,0.107802364,0.178124768,0.252513613,0.309237076,0.90257561
T3aA8TCd,0.019781299,0.223611289,0.127833372,0.086358214,0.164863677,0.242195649,0.330890827,0.400160056,1.224468422
TQyNNoOf,-0.031060353,0.203615422,0.143270292,0.068860948,0.136970648,0.218490216,0.204399724,0.26438651,0.893108046
U0NC3iwE,-0.029017505,0.208383971,0.154962962,0.070341233,0.143494515,0.205133367,0.306730267,0.34509298,1.070792363
UDXlpEgF,-0.0281514,0.20088764,0.150045316,0.066519733,0.120740846,0.18968684,0.264117626,0.299110768,0.940175812
ULS1fTmQ,-0.002099694,0.225762065,0.114685862,0.048243409,0.087244099,0.136998693,0.189807131,0.247799486,0.710092817
UWhrbKTC,-0.082614852,0.291939781,0.278942808,0.078236489,0.120058349,0.159606892,0.119312322,0.062390293,0.539604345
UZ9Vsj7D,-0.061339049,0.219577679,0.137640952,0.044653286,0.084568131,0.134099198,0.180488376,0.253602759,0.69741175
UpNWCJ9a,-0.02755416,0.206825178,0.139267058,0.058534339,0.106531223,0.145881288,0.17765021,0.155845883,0.644442944
VEBURFuk,-0.179477827,0.184856854,0.119379582,0.05554181,0.099446405,0.159054574,0.220824262,0.280809193,0.815676243
VKW2KzGC,-0.093083239,0.3298898,0.262089991,0.058497093,0.111915579,0.150591515,0.188086407,0.209044627,0.718135222
VN1pIYPc,-0.107677922,0.384119186,0.328838273,0.064956367,0.107578132,0.153198752,0.172635495,0.156160731,0.654529476
VPAqPZQI,0.000379858,0.16963427,0.08138729,0.051660522,0.097031465,0.155690691,0.210748205,0.310154928,0.82528581
VPQJGG4D,-0.096618616,0.276921596,0.163548498,0.054835484,0.092543562,0.142963306,0.180284708,0.207764859,0.678391919
W0BHMtXT,0.002891823,0.216648917,0.158681998,0.064875405,0.104279524,0.15191242,0.207812241,0.252967321,0.781846911
WRgBWkBO,-0.075147673,0.277229307,0.171197094,0.067022801,0.13576242,0.222361996,0.330241687,0.37176519,1.127154093
WiKfwQG1,-0.053739876,0.387473768,0.380951122,0.087525272,0.168679426,0.191602366,0.268263987,0.280301965,0.996373016
WxIscnh0,-0.2700589,0.396972779,0.301436924,0.082628734,0.152614541,0.197157914,0.196556673,0.223143551,0.852101412
X5kmXm2t,-0.024072337,0.271820372,0.214625541,0.05591263,0.103119345,0.139868501,0.172655834,0.188820361,0.660376672
XG46gE0Y,0.013510004,0.360015317,0.263229005,0.064029986,0.12845623,0.204249281,0.282649349,0.339390882,1.018775729
XVvERXzh,-0.046962075,0.288325001,0.193813749,0.054918451,0.105548721,0.140222736,0.18535228,0.195814237,0.681856425
XbdRrkxS,0.014616326,0.277087847,0.213397237,0.061002837,0.111952387,0.176000289,0.224409718,0.291351801,0.864717032
XkrRgefi,-0.104643072,0.279514663,0.249188768,0.094941395,0.178323397,0.246270281,0.16462198,0.18698357,0.871140623
XxnpBqCk,0.005755743,0.225948244,0.13752504,0.063918374,0.125046191,0.21767961,0.309297663,0.416394179,1.132336016
Y2Mijmxk,0.012999481,0.365593289,0.354179763,0.062853523,0.122199827,0.15079947,0.134461481,0.05425059,0.524564891
Ybch0Nl3,-0.02530265,0.329810935,0.271590277,0.055985714,0.109638542,0.159035887,0.236990101,0.298354532,0.860004777
Ycmah3Py,0.001315394,0.343397862,0.270102808,0.094927415,0.205131669,0.298683284,0.374693449,0.340325806,1.313761623
YsYVO0J6,-0.006028548,0.220834091,0.123070867,0.061388059,0.098125512,0.139720415,0.183049094,0.20804303,0.69032611
Ytlu6T69,-0.007436562,0.253400572,0.176765455,0.061998773,0.09336416,0.13112091,0.166847142,0.206463862,0.659794846
ZAn8qhAb,-0.013010518,0.181092479,0.116684213,0.072468017,0.155261537,0.242516718,0.389603204,0.479136113,1.338985588
ZK2JlJsq,-0.038490267,0.214703403,0.153614378,0.042682867,0.075332962,0.117238522,0.172402071,0.22245127,0.630107692
ZR3QAZmu,-0.00825233,0.195857743,0.152681544,0.067358706,0.12414293,0.178993767,0.168083774,0.08104121,0.619620386
ZbuDvcLk,-0.077007338,0.210493579,0.11385008,0.060287836,0.106709712,0.174237438,0.225493729,0.285688054,0.852416769
